service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
"MF21-17-293-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-17-302-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-17-304-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-17-305-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-17-309-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-17-350-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-17-510-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-17-512-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-17-903-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-17-905-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-17-906-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-17-907-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-17-908-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-18-901-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-18-902-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-18-903-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-21-663-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-664-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-671-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-672-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-677-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-679-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-681-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-682-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-688-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-689-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-690-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-691-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-694-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-695-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-697-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-699-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-732-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-734-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-735-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-736-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-737-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-738-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-742-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-745-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-753-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-754-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-755-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-757-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-758-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-21-765-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF21-22-695-aus","0","0","0","1","0","0","0","20251201","20260301"
"MF21-22-697-aus","0","0","0","1","0","0","0","20251201","20260301"
"MF21-32-600-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-32-603-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-32-604-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-32-922-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-32-923-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-33-200-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-33-207-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-33-250-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-33-251-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-33-350-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-33-901-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-33-902-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-35-215-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-35-216-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-35-220-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-35-223-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-35-232-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-35-234-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-35-235-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-35-236-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-35-237-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-35-426-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-35-429-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-35-903-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF21-41-627-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-631-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-705-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-708-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-709-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-800-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-802-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-804-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-811-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-812-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-813-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-814-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-816-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-822-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-823-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-824-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-825-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-828-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-843-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-844-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-845-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-848-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-850-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-857-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-858-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-861-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-862-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-863-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-885-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-41-900-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF21-53-427-aus","0","0","0","0","1","0","0","20251201","20260301"
"MF21-53-428-aus","0","0","0","0","1","0","0","20251201","20260301"
"MF2-20-701-aus","0","0","0","0","1","0","0","20251201","20260301"
"MF2-20-703-aus","0","0","0","0","1","0","0","20251201","20260301"
"MF2-20-704-aus","0","0","0","0","1","0","0","20251201","20260301"
"MF2-20-706-aus","0","0","0","0","1","0","0","20251201","20260301"
"MF2-20-733-aus","0","0","0","0","1","0","0","20251201","20260301"
"MF2-20-766-aus","0","0","0","0","1","0","0","20251201","20260301"
"MF2-20-767-aus","0","0","0","0","1","0","0","20251201","20260301"
"MF2-20-900-aus","0","0","0","0","1","0","0","20251201","20260301"
"MF22-14-200-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-207-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-270-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-271-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-273-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-279-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-280-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-281-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-282-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-284-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-285-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-293-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-295-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-302-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-303-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-304-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-305-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-309-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-318-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-364-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-370-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-668-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-669-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-903-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-905-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-906-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-907-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-14-908-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-200-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-202-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-207-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-234-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-235-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-236-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-237-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-246-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-250-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-251-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-270-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-279-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-284-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-285-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-293-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-302-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-304-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-305-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-309-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-350-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-510-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-512-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-903-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-905-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-906-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-907-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-17-908-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-18-901-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-18-902-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-18-903-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-21-663-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-664-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-671-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-672-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-677-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-679-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-681-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-682-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-688-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-689-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-690-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-691-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-694-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-695-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-697-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-699-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-732-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-734-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-735-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-736-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-737-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-738-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-742-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-745-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-753-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-754-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-755-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-757-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-758-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-21-765-aus","0","0","0","1","1","0","0","20251201","20260301"
"MF22-22-695-aus","1","0","1","0","0","0","0","20251201","20260301"
"MF22-22-697-aus","1","0","1","0","0","0","0","20251201","20260301"
"MF2-22-695-F-aus","0","0","0","0","1","0","0","20251201","20260301"
"MF22-32-600-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-32-603-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-32-604-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-32-922-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-32-923-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-33-200-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-33-207-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-33-250-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-33-251-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-33-350-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-33-901-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-33-902-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-35-215-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-35-216-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-35-220-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-35-223-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-35-232-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-35-234-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-35-235-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-35-236-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-35-237-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF2-23-526-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF2-23-527-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF22-35-426-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF22-35-429-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF2-23-548-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF2-23-549-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF2-23-550-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF2-23-551-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF22-35-903-aus","0","1","0","0","0","0","0","20251201","20260301"
"MF2-23-951-aus","0","0","0","0","1","0","0","20251201","20260301"
"MF2-23-953-aus","0","0","0","0","1","0","0","20251201","20260301"
"MF2-23-959-aus","0","0","0","0","1","0","0","20251201","20260301"
"MF22-41-627-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-631-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-705-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-708-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-709-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-800-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-802-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-804-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-811-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-812-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-813-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-814-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-816-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-822-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-823-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-824-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-825-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-828-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-843-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-844-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-845-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-848-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-850-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-857-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-858-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-861-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-862-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-863-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-885-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF22-41-900-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF2-24-475-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF2-24-481-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF2-24-483-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF2-24-485-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF2-24-486-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF2-24-487-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF2-24-488-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF2-24-489-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF2-27-786-aus","1","1","1","1","0","0","0","20251201","20260301"
"MF2-27-787-aus","1","1","1","1","0","0","0","20251201","20260301"
"MF2-27-788-aus","1","1","1","1","0","0","0","20251201","20260301"
"MF2-27-887-aus","1","1","1","1","0","0","0","20251201","20260301"
"MF2-28-760-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF2-28-770-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF2-28-771-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF2-28-772-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF2-28-773-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF2-28-774-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF2-28-775-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF2-28-776-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF2-28-777-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF2-28-778-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF2-28-779-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF2-28-780-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF2-28-781-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF2-28-782-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF2-28-783-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF2-28-784-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF2-28-785-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF2-28-832-aus","1","1","1","1","1","0","0","20251201","20260301"
"MF23-14-200-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-207-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-270-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-271-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-273-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-279-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-280-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-281-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-282-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-284-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-285-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-293-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-295-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-302-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-303-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-304-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-305-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-309-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-318-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-364-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-370-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-668-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-669-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-903-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-905-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-906-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-907-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-14-908-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-200-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-202-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-207-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-234-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-235-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-236-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-237-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-246-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-250-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-251-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-270-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-279-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-284-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-285-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-293-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-302-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-304-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-305-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-309-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-350-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-510-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-512-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-903-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-905-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-906-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-907-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-17-908-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-18-901-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-18-902-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-18-903-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-21-740-aus","1","1","1","0","0","0","0","20251201","20260301"
"MF23-32-600-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-32-603-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-32-604-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-32-922-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-32-923-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-33-200-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-33-207-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-33-250-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-33-251-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-33-350-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-33-901-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-33-902-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-35-215-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-35-216-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-35-220-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-35-223-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-35-232-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-35-234-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-35-235-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-35-236-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-35-237-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-35-426-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-35-429-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-35-903-aus","0","0","1","0","0","0","0","20251201","20260301"
"MF23-53-420-aus","0","0","0","0","1","0","0","20251201","20260301"
"MF2-37-510-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF2-37-512-aus","1","0","0","0","0","0","0","20251201","20260301"
"MF2-38-418-aus","1","1","1","1","0","0","0","20251201","20260301"
"MF2-38-419-aus","1","1","1","1","0","0","0","20251201","20260301"
"MF2-38-421-aus","1","1","1","1","0","0","0","20251201","20260301"
"MF2-38-425-aus","1","1","1","1","0","0","0","20251201","20260301"
"MF2-38-460-aus","1","1","1","1","0","0","0","20251201","20260301"
"MF2-38-461-aus","1","1","1","1","0","0","0","20251201","20260301"
"MF2-38-462-aus","1","1","1","1","0","0","0","20251201","20260301"
"MF2-38-463-aus","1","1","1","1","0","0","0","20251201","20260301"
"MF2-38-465-aus","1","1","1","1","0","0","0","20251201","20260301"
"MF2-38-468-aus","1","1","1","1","0","0","0","20251201","20260301"
"MF2-38-469-aus","1","1","1","1","0","0","0","20251201","20260301"
"MF2-38-476-aus","1","1","1","1","0","0","0","20251201","20260301"
"MF24-14-200-aus","0","0","0","1","0","0","0","20251201","20260301"
"MF24-14-207-aus","0","0","0","1","0","0","0","20251201","20260301"
"MF24-14-270-aus","0","0","0","1","0","0","0","20251201","20260301"
"MF24-14-271-aus","0","0","0","1","0","0","0","20251201","20260301"
