stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,level_id,platform_code
"14083","14083","Walker Cl/Millers Rd","-37.83333593","144.84778163","","","0","Level 0",""
"14084","14084","McArthurs Rd/Millers Rd","-37.83492598","144.84750817","","","0","Level 0",""
"14085","14085","Mason St/Millers Rd","-37.83876128","144.84681715","","","0","Level 0",""
"14086","14086","Ross Rd/Millers Rd","-37.84840080","144.84518437","","","0","Level 0",""
"14087","14087","Kororoit Creek Rd/Millers Rd","-37.85074573","144.84479788","","","0","Level 0",""
"14088","14088","Noordenne Ave/Millers Rd","-37.85931516","144.84230912","","","0","Level 0",""
"14089","14089","Cherry Lake Reserve/Millers Rd","-37.86259650","144.84040611","","","0","Level 0",""
"1409","1409","Railway Ave/New St","-37.91869176","144.99299463","","","0","Level 0",""
"14090","14090","Civic Pde/Millers Rd","-37.86588489","144.83888920","","","0","Level 0",""
"14091","14091","Seaholme Station/Millers Rd","-37.86759177","144.83860061","","","0","Level 0",""
"14092","14092","Seves St/Blyth St","-37.86904087","144.83752381","","","0","Level 0",""
"14093","14093","Mount St/Blyth St","-37.86875865","144.83491751","","","0","Level 0",""
"14094","14094","Davies St/Blyth St","-37.86852915","144.83273028","","","0","Level 0",""
"14095","14095","McBain St/Blyth St","-37.86798015","144.82739228","","","0","Level 0",""
"14096","14096","Altona PS/Blyth St","-37.86764944","144.82315058","","","0","Level 0",""
"14097","14097","Rayner St/Blyth St","-37.86828962","144.82122199","","","0","Level 0",""
"14098","14098","Grieve Pde/Blyth St","-37.86914476","144.81825258","","","0","Level 0",""
"14099","14099","Rankin St/Blyth St","-37.86963379","144.81595324","","","0","Level 0",""
"14100","14100","Mulga St/Blyth St","-37.87001265","144.81403227","","","0","Level 0",""
"14101","14101","Maidstone St/Blyth St","-37.87062536","144.81160417","","","0","Level 0",""
"14102","14102","Myrtle Gr/Maidstone St","-37.87247023","144.81292512","","","0","Level 0",""
"14103","14103","Hobsons Bay Mens Shed/Queen St ","-37.87624800","144.80335460","","","0","Level 0",""
"14104","14104","Altona Sports Centre/Queen St","-37.87548385","144.79670394","","","0","Level 0",""
"14105","14105","Victoria St/Queen St","-37.87357491","144.78717736","","","0","Level 0",""
"14106","14106","Trafalgar Ave/Victoria St","-37.87793514","144.78567122","","","0","Level 0",""
"14107","14107","Queen St/Victoria St","-37.87439369","144.78615244","","","0","Level 0",""
"14108","14108","Nelson Ave/Victoria St","-37.88066943","144.78539604","","","0","Level 0",""
"14109","14109","Galloway Dr/Narre Warren-Cranbourne Rd","-38.06310889","145.29960973","","","0","Level 0",""
"1411","1411","Cabrini Hospital/New St","-37.91105028","144.99196251","","","0","Level 0",""
"14110","14110","Casey Central SC/Narre Warren-Cranbourne Rd","-38.06620935","145.29901360","","","0","Level 0",""
"14111","14111","Sierra Bvd/Narre Warren-Cranbourne Rd","-38.08032180","145.29652043","","","0","Level 0",""
"14112","14112","Rapallo Way/Thompsons Rd","-38.08445661","145.29268470","","","0","Level 0",""
"14113","14113","Courtenay Ave/Thompsons Rd","-38.08388599","145.28753303","","","0","Level 0",""
"14116","14116","Lesdon Ave/South Gippsland Hwy","-38.08769104","145.27904080","","","0","Level 0",""
"14117","14117","Milojevic Ct/South Gippsland Hwy","-38.09565472","145.28254874","","","0","Level 0",""
"1412","1412","Brighton Grammar/New St","-37.90963998","144.99222834","","","0","Level 0",""
"14120","14120","Grace St/High St","-38.10442668","145.28217227","","","0","Level 0",""
"14121","14121","Bilston St/Buckley St","-37.80369768","144.89468646","","","0","Level 0",""
"14122","14122","Wales St/Geelong Rd","-37.80578067","144.87969149","","","0","Level 0",""
"14123","14123","Bishop St/Geelong Rd","-37.80799458","144.87552779","","","0","Level 0",""
"14125","14125","Cemetery Rd/Geelong Rd","-37.81418428","144.85903841","","","0","Level 0",""
"14126","14126","Francis St/Geelong Rd","-37.81589192","144.85235511","","","0","Level 0",""
"14127","14127","Geelong Rd/Millers Rd","-37.81731922","144.85007587","","","0","Level 0",""
"14128","14128","Stenhouse Ave/Millers Rd","-37.81916819","144.84967005","","","0","Level 0",""
"14129","14129","Cypress Ave/Millers Rd","-37.82284833","144.84887024","","","0","Level 0",""
"14130","14130","Marigold Ave/Millers Rd","-37.82687201","144.84911695","","","0","Level 0",""
"14132","14132","May St/Millers Rd","-37.83285538","144.84811374","","","0","Level 0",""
"14133","14133","McArthurs Rd/Millers Rd","-37.83559539","144.84764778","","","0","Level 0",""
"14134","14134","Bayside Sec Col/Millers Rd","-37.83807565","144.84726888","","","0","Level 0",""
"14135","14135","Ross Rd/Millers Rd","-37.84898159","144.84540611","","","0","Level 0",""
"14136","14136","Kororoit Creek Rd/Millers Rd","-37.85102030","144.84502854","","","0","Level 0",""
"14137","14137","Noordenne Ave/Millers Rd","-37.85944563","144.84254401","","","0","Level 0",""
"14138","14138","Sussex St/Millers Rd","-37.86356463","144.84012778","","","0","Level 0",""
"14139","14139","Civic Pde/Millers Rd","-37.86594185","144.83904668","","","0","Level 0",""
"1414","1414","Bay St/New St","-37.90409768","144.99327749","","","0","Level 0",""
"14140","14140","Seaholme Station/Millers Rd","-37.86771157","144.83874489","","","0","Level 0",""
"14141","14141","Millers Rd/Blyth St","-37.86916988","144.83767918","","","0","Level 0",""
"14142","14142","Mount St/Blyth St","-37.86888349","144.83484564","","","0","Level 0",""
"14143","14143","Davies St/Blyth St","-37.86865315","144.83261297","","","0","Level 0",""
"14144","14144","McBain St/Blyth St","-37.86809325","144.82717298","","","0","Level 0",""
"14145","14145","Altona PS/Blyth St","-37.86773263","144.82375060","","","0","Level 0",""
"14146","14146","Rayner St/Blyth St","-37.86852775","144.82094216","","","0","Level 0",""
"14147","14147","Grieve Pde/Blyth St","-37.86927881","144.81819179","","","0","Level 0",""
"14148","14148","Rankin St/Blyth St","-37.86975214","144.81601795","","","0","Level 0",""
"14149","14149","Thurleigh Ave/Bayswater Rd","-37.81658549","145.26931490","","","0","Level 0",""
"14150","14150","Central Ave/Bayswater Rd","-37.81780138","145.26926378","","","0","Level 0",""
"14151","14151","Fair Lane/Bayswater Rd","-37.82127671","145.26903492","","","0","Level 0",""
"14152","14152","Bayfield Rd/Bayswater Rd","-37.82547359","145.26884597","","","0","Level 0",""
"14153","14153","Canterbury Rd/Bayswater Rd","-37.83097662","145.26922868","","","0","Level 0",""
"14158","14158","Glen Park Rd/Bayswater Rd","-37.83431264","145.27055974","","","0","Level 0",""
"14159","14159","Senior Citizens Centre/Mountain Hwy","-37.83955505","145.26915319","","","0","Level 0",""
"14161","14161","Bayswater SC/High St","-37.84277620","145.26635044","","","0","Level 0",""
"14162","14162","Bayswater Uniting Church/Mountain Hwy","-37.84205546","145.26086703","","","0","Level 0",""
"14163","14163","Kumala Rd/Mountain Hwy","-37.84260406","145.25652434","","","0","Level 0",""
"14164","14164","Sydney Rd/Mountain Hwy","-37.84336856","145.25034683","","","0","Level 0",""
"14165","14165","Mountain Hwy/Stud Rd","-37.84423004","145.24828085","","","0","Level 0",""
"14166","14166","Leonard St/Stud Rd","-37.84822573","145.24608374","","","0","Level 0",""
"14168","14168","King St/Stud Rd","-37.98317603","145.22120805","","","0","Level 0",""
"14169","14169","Herbert St/Stud Rd","-37.98102849","145.22162424","","","0","Level 0",""
"1417","1417","Norton Dr/High St","-37.68914716","144.60209434","","","0","Level 0",""
"14170","14170","Bruce St/Stud Rd","-37.97887159","145.22201787","","","0","Level 0",""
"14172","14172","Police Rd/Stud Rd","-37.94206936","145.23054090","","","0","Level 0",""
"14173","14173","Timbertop Dr/Stud Rd","-37.93628265","145.23166962","","","0","Level 0",""
"14174","14174","Sunshine St/Stud Rd","-37.93372133","145.23214062","","","0","Level 0",""
"14175","14175","Bergins Rd/Stud Rd","-37.93008237","145.23286494","","","0","Level 0",""
"14176","14176","Turramurra Dr/Stud Rd","-37.92337826","145.23411759","","","0","Level 0",""
"14177","14177","Stud Park SC/Stud Rd","-37.91818486","145.23515188","","","0","Level 0",""
"14178","14178","Lakeside Bvd/Stud Rd","-37.91305383","145.23613902","","","0","Level 0",""
"14179","14179","Kelletts Rd/Stud Rd","-37.91137363","145.23647489","","","0","Level 0",""
"1418","1418","Billungah Pl/Westwood Dr","-37.75368871","144.75305032","","","0","Level 0",""
"14180","14180","Kingsley Cl/Stud Rd","-37.90717727","145.23729166","","","0","Level 0",""
"14181","14181","Centre Rd/Stud Rd","-37.90361487","145.23651226","","","0","Level 0",""
"14182","14182","Ferntree Gully Rd/Stud Rd","-37.89989478","145.23363268","","","0","Level 0",""
"14183","14183","Scoresby Village SC/Stud Rd","-37.89811255","145.23317488","","","0","Level 0",""
"14184","14184","Glenifer Ave/Stud Rd","-37.89597491","145.23305541","","","0","Level 0",""
"14186","14186","Evans St/Stud Rd","-37.89244228","145.23306027","","","0","Level 0",""
"14187","14187","Armin St/Stud Rd","-37.88873865","145.23308058","","","0","Level 0",""
"14188","14188","Mockridge St/Stud Rd","-37.88627925","145.23313937","","","0","Level 0",""
"14189","14189","Harcrest Bvd/Stud Rd","-37.88282735","145.23311953","","","0","Level 0",""
"1419","1419","Torowatta Pl/Westwood Dr","-37.75675168","144.75536389","","","0","Level 0",""
"14190","14190","High Street Rd/Stud Rd","-37.87760922","145.23310779","","","0","Level 0",""
"14191","14191","Swinburne TAFE/Stud Rd","-37.87374257","145.23307511","","","0","Level 0",""
"14193","14193","Ronald Rd/Bayswater Rd","-37.80747866","145.27084516","","","0","Level 0",""
"14194","14194","Eastfield Rd/Bayswater Rd","-37.81100838","145.26941105","","","0","Level 0",""
"14195","14195","Belmont Rd/Bayswater Rd","-37.81433990","145.26920830","","","0","Level 0",""
"14196","14196","Thurleigh Ave/Bayswater Rd","-37.81641232","145.26918262","","","0","Level 0",""
"14197","14197","Central Ave/Bayswater Rd","-37.81785260","145.26906946","","","0","Level 0",""
"14198","14198","Wendover Ave/Bayswater Rd","-37.82082342","145.26885237","","","0","Level 0",""
"14199","14199","Berry Rd/Bayswater Rd","-37.82257968","145.26877725","","","0","Level 0",""
"142","142","Pacific Dr/Ramu Pde","-37.73708970","145.03922641","","","0","Level 0",""
"1420","1420","Burnside Hub Shopping Centre/Westwood Dr","-37.75919521","144.75543758","","","0","Level 0",""
"14200","14200","Bayfield Rd/Bayswater Rd","-37.82520899","145.26862492","","","0","Level 0",""
"14201","14201","Canterbury Rd/Bayswater Rd","-37.83105352","145.26894282","","","0","Level 0",""
"14204","14204","Glen Park/Glen Park Rd","-37.83390454","145.27284187","","","0","Level 0",""
"14205","14205","Bayswater Rd/Glen Park Rd","-37.83436385","145.27159258","","","0","Level 0",""
"14206","14206","Elmhurst Rd/Bayswater Rd","-37.83428978","145.27023074","","","0","Level 0",""
"14207","14207","Mountain Hwy/Bayswater Rd","-37.83770104","145.27116242","","","0","Level 0",""
"14208","14208","Marie Wallace Park/Mountain Hwy","-37.83985416","145.26804390","","","0","Level 0",""
"1421","1421","Westwood Dr/Western Hwy","-37.76235370","144.75567127","","","0","Level 0",""
"14210","14210","Scoresby Rd/Power Rd","-37.84438874","145.27121083","","","0","Level 0",""
"14211","14211","Barry St/Power Rd","-37.84608893","145.27284176","","","0","Level 0",""
"14212","14212","Edelmaier St/Barry St","-37.84684065","145.27432440","","","0","Level 0",""
"14213","14213","Jersey Rd/Barry St","-37.84730196","145.27813230","","","0","Level 0",""
"14214","14214","London Dr/Jersey Rd","-37.84444771","145.27892602","","","0","Level 0",""
"14215","14215","Bayswater Business Hub/Jersey Rd","-37.84241647","145.27930281","","","0","Level 0",""
"14216","14216","Mountain Hwy/Jersey Rd","-37.83932482","145.27988602","","","0","Level 0",""
"14217","14217","Dunlop Ct/Mountain Hwy","-37.83845371","145.27516760","","","0","Level 0",""
"14219","14219","View Rd/Mountain Hwy","-37.84170417","145.26148895","","","0","Level 0",""
"1422","1422","Allandale Dr/Ballarat Rd","-37.76384958","144.75850929","","","0","Level 0",""
"14220","14220","Marlborough Rd/Mountain Hwy","-37.84240957","145.25556296","","","0","Level 0",""
"14221","14221","Sydney Rd/Mountain Hwy","-37.84298449","145.25118550","","","0","Level 0",""
"14222","14222","Aplin Pl/Tintern Cres","-37.88548431","145.22343628","","","0","Level 0",""
"14223","14223","Phyllis St/Stud Rd","-37.84799014","145.24599841","","","0","Level 0",""
"14226","14226","King St/Stud Rd","-37.98458452","145.22078691","","","0","Level 0",""
"14227","14227","Herbert St/Stud Rd","-37.98112465","145.22142837","","","0","Level 0",""
"14228","14228","Bruce St/Stud Rd","-37.97838392","145.22194994","","","0","Level 0",""
"14229","14229","Chisholm TAFE/Stud Rd","-37.97473555","145.22264136","","","0","Level 0",""
"1423","1423","Avon Cl/Ballarat Rd","-37.76639747","144.76407418","","","0","Level 0",""
"14230","14230","Seebeck Rd/Stud Rd","-37.94003357","145.23060110","","","0","Level 0",""
"14231","14231","Timbertop Dr/Stud Rd","-37.93700586","145.23121989","","","0","Level 0",""
"1425","1425","Miles St/Ballarat Rd","-37.76960649","144.77173111","","","0","Level 0",""
"1426","1426","Station Rd/Ballarat Rd","-37.77009050","144.77445249","","","0","Level 0",""
"1427","1427","Deer Park Reserve/Ballarat Rd","-37.77060077","144.77856948","","","0","Level 0",""
"1428","1428","Deer Park Bowls Club/Ballarat Rd","-37.77084428","144.78049211","","","0","Level 0",""
"1429","1429","Deer Park Hotel/Ballarat Rd","-37.77098121","144.78872994","","","0","Level 0",""
"143","143","Banool Ave/Studley Park Rd","-37.80697921","145.02532788","","","0","Level 0",""
"1432","1432","Sunshine Mosque/Ballarat Rd","-37.77195701","144.80041682","","","0","Level 0",""
"1433","1433","Sunshine Motor Inn/Ballarat Rd","-37.77397598","144.80478465","","","0","Level 0",""
"1434","1434","Carrington Dr/Ballarat Rd","-37.77458231","144.80976208","","","0","Level 0",""
"14347","14347","Shrewsbury Ct/Heatherhill Rd","-38.17297938","145.15569062","","","0","Level 0",""
"14348","14348","Lascelles Ct/Heatherhill Rd","-38.17435333","145.15481123","","","0","Level 0",""
"14349","14349","Heatherhill Rd/Robinsons Rd","-38.17553294","145.15303487","","","0","Level 0",""
"1435","1435","Perth Ave/Ballarat Rd","-37.77517331","144.81441081","","","0","Level 0",""
"14350","14350","Mount Erin College/Golf Links Rd","-38.17392391","145.14928556","","","0","Level 0",""
"14352","14352","Frankston High School/Foot St","-38.16077371","145.12923380","","","0","Level 0",""
"14353","14353","Macorna St/Foot St","-38.15628229","145.13126592","","","0","Level 0",""
"14354","14354","George Pentland Botanical Gardens/Foot St","-38.15383930","145.13234398","","","0","Level 0",""
"14357","14357","Regency Rise/Black Springs Rd","-37.75598084","145.29606367","","","0","Level 0",""
"14359","14359","Harris Rd/Brushy Park Rd","-37.74500909","145.28276413","","","0","Level 0",""
"1436","1436","Narre Warren Station/Webb St","-38.02696064","145.30323703","","","0","Level 0",""
"14360","14360","Toppings Rd/Homestead Rd","-37.73905125","145.28209607","","","0","Level 0",""
"14361","14361","Jumping Creek Rd/Homestead Rd","-37.73487923","145.28275989","","","0","Level 0",""
"14362","14362","Yarra Rd/Jumping Creek Rd","-37.73591543","145.27164896","","","0","Level 0",""
"14363","14363","Belgrave Village/Belgrave Hwy","-37.90966707","145.35251463","","","0","Level 0",""
"14364","14364","Toppings Rd/Yarra Rd","-37.73885396","145.27045713","","","0","Level 0",""
"14365","14365","Dawes Rd/Yarra Rd","-37.74373297","145.26884548","","","0","Level 0",""
"14366","14366","Homestead Rd/Yarra Rd","-37.74884831","145.27044013","","","0","Level 0",""
"14367","14367","St Johns Rd/Yarra Rd","-37.75377308","145.27256155","","","0","Level 0",""
"14368","14368","Edgar Ave/Yarra Rd","-37.75891310","145.27338417","","","0","Level 0",""
"14369","14369","Holloway Rd/Yarra Rd","-37.76280527","145.27207900","","","0","Level 0",""
"14370","14370","Yarra Road Primary School/Yarra Rd","-37.76634520","145.27195120","","","0","Level 0",""
"14371","14371","Mckerral Pl/Yarra Rd","-37.76885233","145.27391368","","","0","Level 0",""
"14376","14376","Lipscombe Park/Kirtain Dr","-37.78399096","145.26948500","","","0","Level 0",""
"14377","14377","Heathfield Ct/Midhurst Rd","-37.78579974","145.27237256","","","0","Level 0",""
"14378","14378","Maroondah Hwy/Midhurst Rd","-37.78702745","145.27312752","","","0","Level 0",""
"14379","14379","Eva Ct/Kent Ave","-37.78753866","145.27603408","","","0","Level 0",""
"14380","14380","Somerset Cres/Kent Ave","-37.78974819","145.27675496","","","0","Level 0",""
"14381","14381","Croydon PS/Kent Ave","-37.79401585","145.28078971","","","0","Level 0",""
"14382","14382","Rocksleigh Ave/Monbulk Rd","-37.90723814","145.34704086","","","0","Level 0",""
"14383","14383","Diane Cres/Manchester Rd","-37.78222124","145.31148335","","","0","Level 0",""
"14384","14384","Kalimna St/Manchester Rd","-37.77995724","145.31197770","","","0","Level 0",""
"14385","14385","Shirley St/Manchester Rd","-37.77573310","145.31278909","","","0","Level 0",""
"14387","14387","Maroondah Hwy/Fletcher Rd","-37.76163307","145.31245109","","","0","Level 0",""
"14388","14388","Commerford Pl/Billanook Way","-37.76091847","145.30536106","","","0","Level 0",""
"14391","14391","Bromley Cl/Billanook Way","-37.75814621","145.29810265","","","0","Level 0",""
"14395","14395","Roymar Ct/Brushy Park Rd","-37.76098229","145.28981892","","","0","Level 0",""
"14396","14396","Holloway Rd/Lyons Rd","-37.76309715","145.28961128","","","0","Level 0",""
"14397","14397","Griff Hunt Reserve/Lyons Rd","-37.76511472","145.28953075","","","0","Level 0",""
"14398","14398","Turkeith Cres/Lyons Rd","-37.76727985","145.28906081","","","0","Level 0",""
"14399","14399","Exeter Rd/Lyons Rd","-37.76905104","145.28877023","","","0","Level 0",""
"144","144","Catalina St/Ramu Pde","-37.73925138","145.03861332","","","0","Level 0",""
"14400","14400","Exeter Rd/Patrick Ave","-37.77020915","145.28722219","","","0","Level 0",""
"14401","14401","Wilson Con/Patrick Ave","-37.77214936","145.28678005","","","0","Level 0",""
"14402","14402","Palmer Ave/Patrick Ave","-37.77483602","145.28622982","","","0","Level 0",""
"14403","14403","Baringa Rd/Warrien Rd","-37.77608062","145.28505431","","","0","Level 0",""
"14404","14404","Tatiara Ave/Warrien Rd","-37.77731059","145.28473068","","","0","Level 0",""
"14405","14405","Warrien Reserve/Warrien Rd","-37.78027717","145.28421927","","","0","Level 0",""
"14406","14406","Clinton Lane/Regency Rise","-37.75718841","145.29605867","","","0","Level 0",""
"14407","14407","Sophia Gr/Monbulk Rd","-37.90632500","145.34298931","","","0","Level 0",""
"14408","14408","Chosen Ave/Burwood Hwy","-37.90483937","145.33669869","","","0","Level 0",""
"14411","14411","Spring St/Station St","-37.88787810","145.29199300","","","0","Level 0",""
"14412","14412","Jardier Tce/The Lakes Bvd","-37.63138076","145.06720986","","","0","Level 0",""
"14414","14414","Mountain Gate SC/Ferntree Gully Rd","-37.88311255","145.27543383","","","0","Level 0",""
"14415","14415","Aitken Ct/Ferntree Gully Rd","-37.88596594","145.26661160","","","0","Level 0",""
"14416","14416","Cambden Park Pde/Ferntree Gully Rd","-37.88825916","145.26322602","","","0","Level 0",""
"14417","14417","Dairy Lane/Ferntree Gully Rd","-37.89022634","145.26034826","","","0","Level 0",""
"14418","14418","Scoresby Rd/Ferntree Gully Rd","-37.89205393","145.25717797","","","0","Level 0",""
"14419","14419","Lloyd St/Ferntree Gully Rd","-37.89320830","145.25419400","","","0","Level 0",""
"14420","14420","Kathryn Rd/Ferntree Gully Rd","-37.89457222","145.25076147","","","0","Level 0",""
"14421","14421","Harley St/Ferntree Gully Rd","-37.89721351","145.24536515","","","0","Level 0",""
"14422","14422","O'Connor Rd/Ferntree Gully Rd","-37.89780767","145.24109762","","","0","Level 0",""
"14423","14423","Sara Rd/Ferntree Gully Rd","-37.89890808","145.23394059","","","0","Level 0",""
"14424","14424","Stud Rd/Ferntree Gully Rd","-37.89905616","145.23179894","","","0","Level 0",""
"14425","14425","Borg Cres/Ferntree Gully Rd","-37.89906608","145.22706755","","","0","Level 0",""
"14426","14426","Borg Cres/Ferntree Gully Rd","-37.89901172","145.22346364","","","0","Level 0",""
"14427","14427","Mulga St/Blyth St","-37.87012910","144.81399472","","","0","Level 0",""
"14428","14428","Maidstone St/Blyth St","-37.87041773","144.81255384","","","0","Level 0",""
"14429","14429","Queen St/Maidstone St","-37.87299458","144.81350075","","","0","Level 0",""
"14430","14430","Apex Park/Queen St","-37.87533484","144.81093046","","","0","Level 0",""
"14431","14431","Altona Sports Centre/Queen St","-37.87561533","144.79650675","","","0","Level 0",""
"14434","14434","GF Sterling Reserve/Victoria St","-37.87678059","144.78609234","","","0","Level 0",""
"14435","14435","Nelson Ave/Victoria St","-37.88035097","144.78571255","","","0","Level 0",""
"14436","14436","Roach Dr/Victoria St","-37.88422027","144.78541472","","","0","Level 0",""
"14438","14438","Altona Green Park/Victoria St","-37.88778941","144.78401154","","","0","Level 0",""
"14439","14439","Featherby Way/Victoria St","-37.88885200","144.77823752","","","0","Level 0",""
"14440","14440","Chiarella Pl/Merton St","-37.88565664","144.77557064","","","0","Level 0",""
"14441","14441","South Ave/Merton St","-37.88241975","144.77595230","","","0","Level 0",""
"14442","14442","May Ave/Merton St","-37.88021858","144.77630275","","","0","Level 0",""
"14443","14443","Trafalgar Ave/Merton St","-37.87726088","144.77667594","","","0","Level 0",""
"14444","14444","Central Square Shopping Centre/Merton St ","-37.87296382","144.77722577","","","0","Level 0",""
"14447","14447","Blackshaws Rd/Mills St","-37.83262647","144.85631246","","","0","Level 0",""
"14448","14448","May St/Mills St","-37.83414470","144.85605262","","","0","Level 0",""
"14449","14449","Marion St/Mills St","-37.83543817","144.85582201","","","0","Level 0",""
"14450","14450","Cresser St/Mills St","-37.83729761","144.85549545","","","0","Level 0",""
"14451","14451","Mason St/Mills St","-37.83886087","144.85523428","","","0","Level 0",""
"14452","14452","Hendren Ave/Mills St","-37.84096308","144.85487793","","","0","Level 0",""
"14453","14453","Second Ave/McIntosh Rd","-37.84235314","144.85351947","","","0","Level 0",""
"14454","14454","Windsor Cres/McIntosh Rd","-37.84341550","144.85148864","","","0","Level 0",""
"14455","14455","Paproth Gr/McIntosh Rd","-37.84439925","144.84959641","","","0","Level 0",""
"14456","14456","Berkeley Cres/McIntosh Rd","-37.84542655","144.84762331","","","0","Level 0",""
"14459","14459","South Ave/Victoria St","-37.88338164","144.78490547","","","0","Level 0",""
"14460","14460","Tatman Dr/Victoria St","-37.88598314","144.78571438","","","0","Level 0",""
"14462","14462","Altona Green Park/Victoria St","-37.88766118","144.78390168","","","0","Level 0",""
"14463","14463","Featherby Way/Victoria St","-37.88864228","144.77810738","","","0","Level 0",""
"14464","14464","Chiarella Pl/Merton St","-37.88536308","144.77577277","","","0","Level 0",""
"14465","14465","Brown Ave/Merton St","-37.88344047","144.77608076","","","0","Level 0",""
"14466","14466","May Ave/Merton St","-37.88021344","144.77650755","","","0","Level 0",""
"14467","14467","Trafalgar Ave/Merton St","-37.87729241","144.77691373","","","0","Level 0",""
"14468","14468","Central Square Shopping Centre/Merton St ","-37.87350720","144.77736859","","","0","Level 0",""
"1447","1447","Scullin St/Boyd St","-37.96460989","145.21336931","","","0","Level 0",""
"14473","14473","Blackshaws Rd/Mills St","-37.83224633","144.85622120","","","0","Level 0",""
"14474","14474","May St/Mills St","-37.83411458","144.85588306","","","0","Level 0",""
"14475","14475","Marion St/Mills St","-37.83528257","144.85569016","","","0","Level 0",""
"14476","14476","Cresser St/Mills St","-37.83707917","144.85537679","","","0","Level 0",""
"14477","14477","Mason St/Mills St","-37.83874109","144.85509003","","","0","Level 0",""
"14478","14478","Hendren Ave/Mills St","-37.84055653","144.85482153","","","0","Level 0",""
"14479","14479","Second Ave/McIntosh Rd","-37.84228677","144.85333958","","","0","Level 0",""
"1448","1448","Boyd St/Curtin Cres","-37.96461099","145.21047799","","","0","Level 0",""
"14480","14480","Fourth Ave/McIntosh Rd","-37.84329696","144.85141254","","","0","Level 0",""
"14481","14481","Fifth Ave/McIntosh Rd","-37.84436787","144.84935868","","","0","Level 0",""
"1449","1449","Curtin Cres/Menzies Ave","-37.96548517","145.20870376","","","0","Level 0",""
"145","145","Kew Junction/Studley Park Rd","-37.80714832","145.02789039","","","0","Level 0",""
"1450","1450","Fadden St/Menzies Ave","-37.96451153","145.20690614","","","0","Level 0",""
"14503","14503","Morris Rd/Glenfern Rd","-37.91833096","145.32276629","","","0","Level 0",""
"1451","1451","Kandra St/Gladstone Rd","-37.96210624","145.20637275","","","0","Level 0",""
"14513","14513","Mast Gully Rd/The Avenue","-37.89982782","145.33281951","","","0","Level 0",""
"14515","14515","Douglas St/Durang Rd","-37.89909638","145.33972812","","","0","Level 0",""
"14516","14516","Durang Rd/Oakland Ave","-37.89672275","145.34012263","","","0","Level 0",""
"14517","14517","Acacia Ave/Blackwood St","-37.89742553","145.34202886","","","0","Level 0",""
"14518","14518","Gordon Ave/Blackwood St","-37.89789788","145.34421324","","","0","Level 0",""
"1452","1452","Carlton Rd/Gladstone Rd","-37.95960794","145.20683191","","","0","Level 0",""
"14521","14521","Frame Ave/Sandells Rd","-37.90326570","145.34525307","","","0","Level 0",""
"14522","14522","Burwood Hwy/Sandells Rd","-37.90571340","145.34435655","","","0","Level 0",""
"14523","14523","Burnham Rd/McNicol Rd","-37.91064488","145.34384789","","","0","Level 0",""
"14524","14524","McNicol Rd/Station St","-37.91272592","145.34507525","","","0","Level 0",""
"14525","14525","Grey St/Station St","-37.91167137","145.34827253","","","0","Level 0",""
"14526","14526","Best St/Grey St","-37.91429364","145.34568852","","","0","Level 0",""
"14527","14527","Belgrave Swimming Pool/Best St","-37.91436285","145.35448022","","","0","Level 0",""
"1453","1453","Lyndale Sec Col/Gladstone Rd","-37.95757704","145.20721138","","","0","Level 0",""
"14530","14530","Ross St/Best St","-37.91432705","145.34935068","","","0","Level 0",""
"14533","14533","Cashins Mill Pl/Swansea Rd","-37.76761876","145.36042874","","","0","Level 0",""
"14534","14534","David Rd/Swansea Rd","-37.76983018","145.36196936","","","0","Level 0",""
"14535","14535","Nicholson Cres/Swansea Rd","-37.77412850","145.36322563","","","0","Level 0",""
"14536","14536","Birmingham Rd/Swansea Rd","-37.78047593","145.36407352","","","0","Level 0",""
"14537","14537","Olinda Creek Trail/Swansea Rd","-37.78535995","145.36208080","","","0","Level 0",""
"14538","14538","212 Swansea Rd","-37.78878532","145.36148279","","","0","Level 0",""
"14539","14539","Marne Rd/Swansea Rd","-37.79235420","145.36083612","","","0","Level 0",""
"1454","1454","Brady Rd/Gladstone Rd","-37.95401850","145.20787835","","","0","Level 0",""
"14540","14540","Upwey RSL/Mast Gully Rd","-37.90181671","145.33071602","","","0","Level 0",""
"14541","14541","Swansea Rd/York Rd","-37.79713808","145.36201378","","","0","Level 0",""
"14542","14542","Hawkins Rd/York Rd","-37.79696095","145.36548172","","","0","Level 0",""
"14543","14543","Inverness Rd/York Rd","-37.79700020","145.37156846","","","0","Level 0",""
"14544","14544","Mimosa Ave/York Rd","-37.79273745","145.37548930","","","0","Level 0",""
"14546","14546","Wray Cres/York Rd","-37.78711780","145.37905322","","","0","Level 0",""
"14547","14547","Joy Ave/Monbulk Rd","-37.78856808","145.38688002","","","0","Level 0",""
"14548","14548","Clegg Rd/Monbulk Rd","-37.79041709","145.38830480","","","0","Level 0",""
"14549","14549","Ormeau Rd/Monbulk Rd","-37.79635257","145.39001573","","","0","Level 0",""
"14550","14550","McKillop Rd/Monbulk Rd","-37.79793555","145.39308200","","","0","Level 0",""
"14551","14551","Margaret Rd/Monbulk Rd","-37.80088536","145.39725465","","","0","Level 0",""
"14552","14552","Hunter Rd/Monbulk Rd","-37.80892901","145.40556620","","","0","Level 0",""
