route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id,wheelchair_accessible
"aus:vic:vic-01-ART:","T0_7","01-ART--12-T0-8182","1-ART-mjp-12.4.R","Ballarat","1","","1"
"aus:vic:vic-01-ART:","T0_7","01-ART--12-T0-8183","1-ART-mjp-12.1.H","Ararat","0","","1"
"aus:vic:vic-01-ART:","T0_7","01-ART--12-T0-8184","1-ART-mjp-12.5.R","Southern Cross","1","","1"
"aus:vic:vic-01-ART:","T0_7","01-ART--12-T0-8185","1-ART-mjp-12.1.H","Ararat","0","","1"
"aus:vic:vic-01-ART:","T0_7","01-ART--12-T0-8186","1-ART-mjp-12.5.R","Southern Cross","1","","1"
"aus:vic:vic-01-ART:","T0_7","01-ART--12-T0-8187","1-ART-mjp-12.2.H","Ararat","0","","1"
"aus:vic:vic-01-ART:","T0_7","01-ART--12-T0-8188","1-ART-mjp-12.5.R","Southern Cross","1","","1"
"aus:vic:vic-01-ART:","T0_7","01-ART--12-T0-8189","1-ART-mjp-12.3.H","Ararat","0","","1"
"aus:vic:vic-01-ART:","T2_2","01-ART--13-T2-8180","1-ART-mjp-13.2.R","Southern Cross","1","","1"
"aus:vic:vic-01-ART:","T2_2","01-ART--13-T2-8181","1-ART-mjp-13.1.H","Ararat","0","","1"
"aus:vic:vic-01-ART:","T2_2","01-ART--13-T2-8182","1-ART-mjp-13.2.R","Southern Cross","1","","1"
"aus:vic:vic-01-ART:","T2_2","01-ART--13-T2-8183","1-ART-mjp-13.1.H","Ararat","0","","1"
"aus:vic:vic-01-ART:","T2_2","01-ART--13-T2-8184","1-ART-mjp-13.2.R","Southern Cross","1","","1"
"aus:vic:vic-01-ART:","T2_2","01-ART--13-T2-8185","1-ART-mjp-13.1.H","Ararat","0","","1"
"aus:vic:vic-01-ART:","T2_2","01-ART--13-T2-8186","1-ART-mjp-13.2.R","Southern Cross","1","","1"
"aus:vic:vic-01-ART:","T2_2","01-ART--13-T2-8187","1-ART-mjp-13.1.H","Ararat","0","","1"
"aus:vic:vic-01-ART:","T2_2","01-ART--13-T2-8188","1-ART-mjp-13.2.R","Southern Cross","1","","1"
"aus:vic:vic-01-ART:","T2_2","01-ART--13-T2-8189","1-ART-mjp-13.1.H","Ararat","0","","1"
"aus:vic:vic-01-ART:","T3_2","01-ART--14-T3-8180","1-ART-mjp-14.2.R","Southern Cross","1","","1"
"aus:vic:vic-01-ART:","T3_2","01-ART--14-T3-8181","1-ART-mjp-14.1.H","Ararat","0","","1"
"aus:vic:vic-01-ART:","T3_2","01-ART--14-T3-8182","1-ART-mjp-14.2.R","Southern Cross","1","","1"
"aus:vic:vic-01-ART:","T3_2","01-ART--14-T3-8183","1-ART-mjp-14.1.H","Ararat","0","","1"
"aus:vic:vic-01-ART:","T3_2","01-ART--14-T3-8184","1-ART-mjp-14.2.R","Southern Cross","1","","1"
"aus:vic:vic-01-ART:","T3_2","01-ART--14-T3-8185","1-ART-mjp-14.1.H","Ararat","0","","1"
"aus:vic:vic-01-ART:","T3_2","01-ART--14-T3-8186","1-ART-mjp-14.2.R","Southern Cross","1","","1"
"aus:vic:vic-01-ART:","T3_2","01-ART--14-T3-8187","1-ART-mjp-14.1.H","Ararat","0","","1"
"aus:vic:vic-01-ART:","T3_2","01-ART--14-T3-8188","1-ART-mjp-14.2.R","Southern Cross","1","","1"
"aus:vic:vic-01-ART:","T3_2","01-ART--14-T3-8189","1-ART-mjp-14.1.H","Ararat","0","","1"
